SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
SWANENERGY, EQ, 09-Apr-2019,111.85,112,112,107.7,110,110.35,109.77,155456,170.64,1642,15141,9.74
SWARAJENG, EQ, 09-Apr-2019,1375.45,1396,1396,1375.05,1376,1379.75,1380.63,1965,27.13,193,1698,86.41
SWELECTES, EQ, 09-Apr-2019,234.95,238.45,242.05,235,238.85,237.6,238.09,1470,3.5,87,862,58.64
SYMPHONY, EQ, 09-Apr-2019,1363.4,1366.95,1374,1347.05,1358,1359.45,1359.83,6908,93.94,1772,2854,41.31
SYNCOM, BE, 09-Apr-2019,2,1.95,2.1,1.95,2.1,2,2,19154,0.38,34, -, -
SYNDIBANK, EQ, 09-Apr-2019,41.7,41.75,42.9,41,42.7,42.6,41.84,7420508,3104.52,10241,605250,8.16
SYNGENE, EQ, 09-Apr-2019,577.8,576.8,578.45,570.2,574.05,576.4,574.93,28515,163.94,3140,14050,49.27
TAINWALCHM, EQ, 09-Apr-2019,62.25,64,64,62,64,63.85,63.77,70,0.04,14,51,72.86
TAJGVK, EQ, 09-Apr-2019,227.9,226.3,226.85,220,221.1,222.9,223.27,27217,60.77,823,11845,43.52
TAKE, EQ, 09-Apr-2019,142.25,143.3,146.3,140.6,143.3,142.75,143.39,157012,225.13,4166,67810,43.19
TALBROAUTO, EQ, 09-Apr-2019,200.5,201,202.5,199.4,200.5,200.95,200.9,5800,11.65,182,5313,91.6
TALWALKARS, EQ, 09-Apr-2019,59.55,58,59.95,57.6,58,58.75,58.46,122485,71.6,647,60701,49.56
TALWGYM, EQ, 09-Apr-2019,126.7,126.7,128.5,123.25,123.6,123.75,125.02,32839,41.06,647,24814,75.56
TANLA, EQ, 09-Apr-2019,43.45,44,45.6,42.9,44.5,44,44.38,875242,388.4,3111,532350,60.82
TANTIACONS, BE, 09-Apr-2019,3.15,3,3.3,3,3.3,3.3,3.29,2754,0.09,6, -, -
TARACHAND, SM, 09-Apr-2019,34,33,35,33,35,35,34.35,10000,3.44,5,8000,80
TARAJEWELS, BE, 09-Apr-2019,1,1.05,1.05,0.95,0.95,0.95,0.96,96430,0.92,65, -, -
TARMAT, EQ, 09-Apr-2019,42.15,42.15,44.45,42.15,43.7,43.75,43.17,30914,13.35,330,18374,59.44
TASTYBITE, EQ, 09-Apr-2019,8478.25,8385.1,8550,8380,8430.2,8456.7,8467.7,272,23.03,140,153,56.25
TATACHEM, EQ, 09-Apr-2019,611.95,611.95,612.25,604,605.05,608.6,607.55,409881,2490.24,8789,169636,41.39
TATACOFFEE, EQ, 09-Apr-2019,91.15,91.7,91.8,90.15,91.1,91.1,91.04,137086,124.81,1313,58221,42.47
TATACOMM, EQ, 09-Apr-2019,592.45,592.45,597,580,582,582.05,585.98,206596,1210.61,8279,35747,17.3
TATAELXSI, EQ, 09-Apr-2019,963.95,965.9,968.4,952.2,962.6,963.5,961.49,364138,3501.14,19142,105001,28.84
TATAGLOBAL, EQ, 09-Apr-2019,211.7,211.9,211.9,207.95,210.3,210.25,209.73,827540,1735.63,8239,313744,37.91
TATAINVEST, EQ, 09-Apr-2019,860.9,851.3,866,851.3,861,860.85,862,10178,87.73,822,7902,77.64
TATAMETALI, EQ, 09-Apr-2019,654.25,653.85,659.6,648.3,655.8,655.4,655.68,24328,159.51,1546,10802,44.4
TATAMOTORS, EQ, 09-Apr-2019,200.55,200,207.6,198.15,207,205.9,203.68,29611268,60311.5,163842,4938370,16.68
TATAMTRDVR, EQ, 09-Apr-2019,96.5,96,100,94.8,99.9,99.15,97.89,3626962,3550.31,17006,789376,21.76
TATAPOWER, EQ, 09-Apr-2019,71.9,71.9,73,70.75,72.9,72.6,71.74,7591689,5446.25,23973,2707383,35.66
TATASPONGE, EQ, 09-Apr-2019,753.15,753,753,738.8,745.6,746.6,745.17,40460,301.49,2324,11222,27.74
TATASTEEL, E1, 09-Apr-2019,92.1,91,97.55,84.75,97.3,96.3,91.75,2598206,2383.81,12456,383631,14.77
TATASTEEL, EQ, 09-Apr-2019,549.05,551,555,540.25,553.6,553.05,547.63,6618936,36247.37,107560,1608253,24.3
TATASTLBSL, EQ, 09-Apr-2019,36.15,36.15,36.15,33.85,34.9,34.9,34.88,1462518,510.12,4405,773169,52.87
TBZ, EQ, 09-Apr-2019,63,63.35,63.35,61.2,61.7,61.65,62.12,42006,26.09,551,21869,52.06
TCFSL, NB, 09-Apr-2019,1040.82,1041,1042,1040.1,1040.1,1040.87,1041.09,2210,23.01,66,2097,94.89
TCFSL, ND, 09-Apr-2019,1046.09,1041.01,1047.35,1041.01,1045.5,1046.4,1046.37,846,8.85,23,756,89.36
TCFSL, NF, 09-Apr-2019,1060,1063.4,1064,1062,1062,1062.5,1063.66,225,2.39,7,225,100
TCI, EQ, 09-Apr-2019,297.85,299,304,293.45,304,301.85,299.18,12692,37.97,391,9922,78.18
TCIDEVELOP, EQ, 09-Apr-2019,356.75,355.05,359.35,351.8,351.8,351.8,355.72,33,0.12,11,18,54.55
TCIEXP, EQ, 09-Apr-2019,710.85,709,735,709,712.1,714.15,720.64,7499,54.04,597,4018,53.58
TCIFINANCE, EQ, 09-Apr-2019,15.45,15.4,15.8,15.1,15.25,15.3,15.36,2017,0.31,75,1537,76.2
TCNSBRANDS, EQ, 09-Apr-2019,796.9,795.3,845,795.25,810,812.25,826.63,31504,260.42,2339,11726,37.22
TCPLPACK, EQ, 09-Apr-2019,399.85,395.05,401.35,384.2,390,388.8,391.22,1917,7.5,232,1023,53.36
TCS, EQ, 09-Apr-2019,2070.75,2070,2098,2057.65,2087.45,2091.5,2085.63,2690970,56123.7,122603,1036682,38.52
TDPOWERSYS, EQ, 09-Apr-2019,121.05,122.9,122.95,118.05,119.55,119.1,120.76,14135,17.07,527,11553,81.73
TEAMLEASE, EQ, 09-Apr-2019,2998,2985,3007.65,2960.15,2964.65,2969.15,2976.81,3328,99.07,1166,1676,50.36
TECHIN, EQ, 09-Apr-2019,5.25,5.25,5.7,4.95,4.95,4.95,5.39,3209,0.17,9,3093,96.39
TECHM, EQ, 09-Apr-2019,787.15,790.35,797.7,787.3,788,789.5,792.46,2128462,16867.17,54521,622600,29.25
TECHNOE, EQ, 09-Apr-2019,263.75,262.95,267.3,257.05,264.5,263.65,262.56,16350,42.93,638,11340,69.36
TECHNOFAB, EQ, 09-Apr-2019,85.8,84.1,88.45,84.1,86.55,86.55,86.1,1833,1.58,32,1697,92.58
TEJASNET, EQ, 09-Apr-2019,174.9,172.95,174.85,170.85,172,172.5,172.54,26224,45.25,646,18446,70.34
TERASOFT, EQ, 09-Apr-2019,49.75,50.4,59.45,50.05,57.4,57.45,57.35,462572,265.28,5367,141720,30.64
TEXINFRA, EQ, 09-Apr-2019,55.5,56.05,56.25,54.55,55.3,55.3,55.59,31736,17.64,138,30333,95.58
TEXMOPIPES, EQ, 09-Apr-2019,19.95,20.1,20.5,19.85,20.15,20.15,20.15,36954,7.44,201,22253,60.22
TEXRAIL, EQ, 09-Apr-2019,67.95,68,68.25,66.9,67.25,67.45,67.37,64753,43.62,474,44524,68.76
TFCILTD, EQ, 09-Apr-2019,117.5,117.1,118.55,116.6,117.2,117.4,117.63,42968,50.54,579,31690,73.75
TFL, EQ, 09-Apr-2019,5.25,4.9,5.35,4.85,5.35,5.35,5.23,2377,0.12,10,2000,84.14
TGBHOTELS, EQ, 09-Apr-2019,11.35,11.35,11.5,11.2,11.4,11.35,11.29,11952,1.35,82,11050,92.45
THANGAMAYL, EQ, 09-Apr-2019,324.2,324.05,338.45,321.95,336.5,333.6,332.41,3508,11.66,238,2589,73.8
THEINVEST, EQ, 09-Apr-2019,189.05,189,194.45,187,190.5,192.35,192,2837,5.45,58,2026,71.41
THEJO, SM, 09-Apr-2019,567,567,567,567,567,567,567,200,1.13,1,200,100
THEMISMED, EQ, 09-Apr-2019,281.35,281.35,288,278,288,287.85,285.02,440,1.25,86,237,53.86
THERMAX, EQ, 09-Apr-2019,972.95,976.95,985,969,974.5,975.6,978.34,21159,207.01,3651,12975,61.32
THIRUSUGAR, EQ, 09-Apr-2019,16.6,16.55,16.8,16.4,16.4,16.5,16.54,7008,1.16,43,4501,64.23
THOMASCOOK, EQ, 09-Apr-2019,249.8,249.75,251.2,247.55,250.9,250.95,249.93,91076,227.62,5378,59361,65.18
THOMASCOTT, BE, 09-Apr-2019,9.9,9.7,9.7,9.7,9.7,9.7,9.7,47,0,3, -, -
THYROCARE, EQ, 09-Apr-2019,529.65,534.9,534.9,520.6,521.95,521.2,523.5,17529,91.76,1420,13805,78.76
TI, EQ, 09-Apr-2019,14.15,14.1,14.5,14.05,14.2,14.35,14.32,16600,2.38,99,10090,60.78
TIDEWATER, EQ, 09-Apr-2019,5097.6,5120,5120.05,5066.05,5070,5071.65,5087.34,630,32.05,323,475,75.4
TIIL, EQ, 09-Apr-2019,541.05,541.9,554.9,537.95,554.9,553,545.99,1823,9.95,217,1107,60.72
TIINDIA, EQ, 09-Apr-2019,391.25,394.95,394.95,377.25,380,382.05,385.09,19303,74.33,1626,14734,76.33
TIJARIA, EQ, 09-Apr-2019,19.5,19.8,20.25,18.6,19,19.15,19.34,45244,8.75,232,35045,77.46
TIL, EQ, 09-Apr-2019,264.35,265.9,265.9,254.75,257.35,259.2,259.11,1589,4.12,88,1345,84.64
TIMESGTY, BE, 09-Apr-2019,31.2,30.65,31.9,30.65,31.9,31.9,30.7,52,0.02,3, -, -
TIMETECHNO, EQ, 09-Apr-2019,96.2,96.8,97.5,95.5,96,95.85,96.6,130782,126.34,2196,91737,70.14
TIMKEN, EQ, 09-Apr-2019,578.3,578,594.7,574.5,588.45,590.15,584.69,6851,40.06,1382,3113,45.44
TINPLATE, EQ, 09-Apr-2019,159.4,157,158.9,155.5,156.95,157.25,156.92,261342,410.09,4174,85582,32.75
TIPSINDLTD, EQ, 09-Apr-2019,68.25,68.95,68.95,64.1,64.45,64.65,66.79,50787,33.92,463,16940,33.35
TIRUMALCHM, EQ, 09-Apr-2019,90.35,90.3,93.65,87.75,93.5,92.9,90.98,873413,794.66,7075,467537,53.53
TIRUPATIFL, SM, 09-Apr-2019,50.25,49.1,49.85,49.1,49.85,49.85,49.48,4000,1.98,2,2000,50
TITAN, EQ, 09-Apr-2019,1104.4,1109,1109.95,1091.5,1099.85,1098.55,1098,1288739,14150.29,71608,550415,42.71
TMRVL, EQ, 09-Apr-2019,29.85,29.75,29.75,28.7,29.2,29.05,29.16,19567,5.71,146,15113,77.24
TNPETRO, EQ, 09-Apr-2019,34.9,35.25,35.25,34.55,34.8,34.75,34.74,74537,25.9,291,45395,60.9
TNPL, EQ, 09-Apr-2019,210.65,210.3,223.8,210.25,214.9,215.5,218.54,281941,616.16,7387,57847,20.52
TNTELE, BE, 09-Apr-2019,1.6,1.6,1.6,1.55,1.55,1.55,1.57,16,0,2, -, -
TOKYOPLAST, EQ, 09-Apr-2019,49.05,50.4,54.85,50.3,52,51.75,52.21,2490,1.3,102,1675,67.27
TORNTPHARM, EQ, 09-Apr-2019,1794.9,1795,1874.05,1790.05,1866.1,1866.85,1848.67,649105,11999.84,27618,175945,27.11
TORNTPOWER, EQ, 09-Apr-2019,259.85,259,260.75,256.65,258.25,258.4,258.18,893892,2307.88,17830,500466,55.99
TOTAL, SM, 09-Apr-2019,36.35,38.15,38.15,38.15,38.15,38.15,38.15,6000,2.29,2,6000,100
TPLPLASTEH, EQ, 09-Apr-2019,137.9,138.35,138.35,135.6,137.9,136.95,137.74,1164,1.6,47,639,54.9
TREEHOUSE, BE, 09-Apr-2019,5.15,5.25,5.25,4.9,5.25,5.25,5.13,5128,0.26,30, -, -
TREJHARA, EQ, 09-Apr-2019,27.25,27,27,25.5,26.3,26.45,26.06,92395,24.08,117,72246,78.19
TRENT, EQ, 09-Apr-2019,343.8,343.8,349.85,340.2,345,346.25,344.7,59679,205.72,2772,29600,49.6
TRF, EQ, 09-Apr-2019,131.1,131.1,132.45,129.3,131.6,131.75,130.97,30046,39.35,713,15894,52.9
TRIDENT, EQ, 09-Apr-2019,67.3,67.15,67.9,66.55,67.05,66.95,67.23,597844,401.92,4853,275816,46.14
TRIGYN, EQ, 09-Apr-2019,70.7,71.15,72.35,69.65,70.05,69.95,70.67,36793,26,571,24233,65.86
TRIL, EQ, 09-Apr-2019,13,13,13.05,12.7,12.8,12.9,12.82,20693,2.65,141,10200,49.29
TRITURBINE, EQ, 09-Apr-2019,109.65,109.05,111.25,109,109,109.5,110.14,8383,9.23,326,4948,59.02
TRIVENI, EQ, 09-Apr-2019,61.55,61.15,64.75,60.3,64.5,63.85,62.86,713857,448.74,3589,312708,43.81
TTKHLTCARE, EQ, 09-Apr-2019,686.5,686.1,695,683,689.1,689.75,691.39,808,5.59,114,497,61.51
TTKPRESTIG, EQ, 09-Apr-2019,8496.8,8534.8,8534.8,8315.15,8441.3,8442.6,8458.87,2390,202.17,1050,955,39.96
TTL, EQ, 09-Apr-2019,54.4,53.6,56,53.55,54.3,54.55,54.1,2119,1.15,100,1874,88.44
TTML, EQ, 09-Apr-2019,3.05,3.05,3.1,2.95,3,3,3.01,755251,22.77,452,527853,69.89
TV18BRDCST, EQ, 09-Apr-2019,35.15,35.35,36,34.75,35.7,35.85,35.41,3229441,1143.53,8207,700035,21.68
TVSELECT, EQ, 09-Apr-2019,188.85,188,190.6,185.5,187.45,188.2,188.03,28169,52.97,1047,9665,34.31
TVSMOTOR, EQ, 09-Apr-2019,480.65,481,484,475.2,482.5,482.45,479.3,862802,4135.37,45353,386545,44.8
TVSSRICHAK, EQ, 09-Apr-2019,2198.95,2211.1,2222,2195.05,2198.05,2201.85,2208.96,12862,284.12,1369,7522,58.48
TVTODAY, EQ, 09-Apr-2019,312.05,310.1,315,308,314.95,314.05,311.71,11580,36.1,620,5855,50.56
TVVISION, BE, 09-Apr-2019,3.25,3.25,3.4,3.15,3.15,3.15,3.23,4211,0.14,13, -, -
TWL, EQ, 09-Apr-2019,68.9,68.65,69.65,66.8,67,67,67.66,287262,194.36,2387,189714,66.04
UBL, EQ, 09-Apr-2019,1413.15,1416.75,1430,1396.45,1423.5,1424.95,1412.61,268715,3795.91,14698,73848,27.48
UCALFUEL, EQ, 09-Apr-2019,168.35,168.5,170.7,167.1,168.05,169.6,169.07,5580,9.43,278,2150,38.53
UCL, SM, 09-Apr-2019,68.1,70.25,72.5,69.7,71.2,71.2,70.96,18000,12.77,9,12000,66.67
UCOBANK, EQ, 09-Apr-2019,18.9,18.9,18.9,18.7,18.9,18.85,18.82,393362,74.01,1048,190025,48.31
UFLEX, EQ, 09-Apr-2019,236.95,237.8,241.3,231.5,241.25,239,237.14,122041,289.4,2266,83622,68.52
UFO, EQ, 09-Apr-2019,229.8,226.05,231.1,225.55,231.1,230.35,229.65,3586,8.24,210,2385,66.51
UGARSUGAR, EQ, 09-Apr-2019,15.9,15.7,16.2,14.5,15.65,15.7,15.71,124825,19.61,460,69520,55.69
UJAAS, EQ, 09-Apr-2019,6.75,6.7,6.85,6.65,6.7,6.75,6.74,55405,3.73,144,35819,64.65
UJJIVAN, EQ, 09-Apr-2019,322.25,319.55,328.8,315,327,325.25,320.44,1194384,3827.3,12211,87932,7.36
ULTRACEMCO, EQ, 09-Apr-2019,4166.85,4154,4174.65,4107.45,4157.6,4163.2,4141.96,262712,10881.42,24586,57051,21.72
UMANGDAIRY, EQ, 09-Apr-2019,55.2,55,58,53.8,57.4,57.45,56.72,63711,36.14,742,19667,30.87
UNICHEMLAB, EQ, 09-Apr-2019,195.6,196.05,196.75,195,195,195.4,195.58,25344,49.57,573,18824,74.27
UNIENTER, EQ, 09-Apr-2019,108.3,107,108.4,104.1,106.75,106.65,106.46,7657,8.15,178,3779,49.35
UNIINFO, SM, 09-Apr-2019,36.6,37.9,37.9,34.85,36.75,36.75,37.03,30000,11.11,15,2000,6.67
UNIONBANK, EQ, 09-Apr-2019,92.25,92.4,95,91.3,94.8,94.7,93.17,11923160,11109.13,38693,1223926,10.27
UNIPLY, EQ, 09-Apr-2019,41.45,41.2,41.6,40.1,40.25,40.4,40.83,178976,73.08,784,139657,78.03
UNITECH, BZ, 09-Apr-2019,1.3,1.3,1.35,1.25,1.3,1.25,1.27,2126109,26.95,754, -, -
UNITEDBNK, EQ, 09-Apr-2019,10.95,11,11.25,10.9,11.1,11.05,11.03,402690,44.41,731,223415,55.48
UNITEDTEA, EQ, 09-Apr-2019,325.4,331.85,331.95,321,321,329.4,330.58,907,3,49,692,76.3
UNITY, BZ, 09-Apr-2019,0.55,0.55,0.55,0.5,0.5,0.55,0.55,5460,0.03,10, -, -
UNIVCABLES, EQ, 09-Apr-2019,224.7,222.25,229.4,222.25,226.4,226.75,226.8,26487,60.07,659,11792,44.52
UPL, EQ, 09-Apr-2019,946.8,943.5,945.85,930,940.7,944.65,940.05,1300087,12221.51,32829,573522,44.11
URJA, EQ, 09-Apr-2019,2.75,2.8,2.8,2.75,2.8,2.75,2.77,954986,26.42,917,568623,59.54
USHAMART, EQ, 09-Apr-2019,40.45,40.2,41.2,36.8,37,36.95,38.75,2663223,1032.06,6272,1716145,64.44
UTIFEFRGR4, MF, 09-Apr-2019,8.7,8.65,8.81,8.65,8.81,8.81,8.73,8950,0.78,6,6300,70.39
UTINEXT50, EQ, 09-Apr-2019,285.9,290,290,279,285.4,285.4,282.68,1018,2.88,24,624,61.3
UTINIFTETF, EQ, 09-Apr-2019,1215,1218.6,1219.1,1218.45,1219.1,1219.1,1218.75,12,0.15,4,7,58.33
UTISENSETF, EQ, 09-Apr-2019,412,408,408.99,406.01,408.99,408.99,407.92,167,0.68,10,154,92.22
UTISXN50, EQ, 09-Apr-2019,375,344,386,344,370,370,367.5,4,0.01,4,2,50
UTTAMSTL, EQ, 09-Apr-2019,10.5,10.4,10.45,10.1,10.25,10.25,10.22,55356,5.66,117,45220,81.69
UTTAMSUGAR, EQ, 09-Apr-2019,128.05,128.35,132.9,126.8,131.05,131.25,130.46,114929,149.94,3268,21925,19.08
UVSL, EQ, 09-Apr-2019,0.1,0.1,0.1,0.05,0.1,0.1,0.1,4686038,4.65,259,3633864,77.55
V2RETAIL, EQ, 09-Apr-2019,280.35,281.95,281.95,276,278.15,279.1,277.82,10846,30.13,405,7046,64.96
VADILALIND, EQ, 09-Apr-2019,601.45,604,630,604,612.35,613.9,618.95,92728,573.94,5074,23769,25.63
VAIBHAVGBL, EQ, 09-Apr-2019,651.15,651.15,657.9,640,640,645.9,647.11,6382,41.3,537,4370,68.47
VAISHALI, SM, 09-Apr-2019,41.5,39.45,40.9,39.45,40.9,40.9,40.18,3200,1.29,2,3200,100
VAKRANGEE, EQ, 09-Apr-2019,54.25,54.6,56.4,54.1,56.3,56.05,55.46,6185852,3430.91,23453,2208338,35.7
VARDHACRLC, EQ, 09-Apr-2019,41.65,42.3,42.4,40.7,41.5,40.95,41.27,1774,0.73,47,943,53.16
VARDMNPOLY, BE, 09-Apr-2019,8.8,8.65,9,8.65,8.65,8.65,8.78,4185,0.37,8, -, -
VARROC, EQ, 09-Apr-2019,594.95,596.8,596.8,583.95,584.2,585.5,587.27,44127,259.14,3818,23129,52.41
VASCONEQ, EQ, 09-Apr-2019,15.25,15.25,15.25,15,15.2,15.2,15.13,86731,13.12,209,46138,53.2
VASWANI, EQ, 09-Apr-2019,9.8,9.95,10.05,9.75,10,10,9.98,3835,0.38,12,3331,86.86
VBL, EQ, 09-Apr-2019,870.45,870,879.8,870,877.9,876.95,876.41,112958,989.98,3581,87699,77.64
VEDL, EQ, 09-Apr-2019,186.65,186.9,190.95,184.1,190,190,187.48,8889015,16665.54,80346,2349016,26.43
VENKEYS, EQ, 09-Apr-2019,2146.95,2150,2162.25,2130,2150.55,2151.2,2146.32,40523,869.75,3974,15520,38.3
VENUSREM, EQ, 09-Apr-2019,34.65,34.8,35.7,33.95,34.65,34.9,34.72,44630,15.5,507,23643,52.98
VERA, SM, 09-Apr-2019,91.95,92.95,92.95,92.95,92.95,92.95,92.95,3000,2.79,1,3000,100
VERTOZ, SM, 09-Apr-2019,194,192,193.55,191,193.5,193.45,192.44,27600,53.11,22,4800,17.39
VESUVIUS, EQ, 09-Apr-2019,1164.95,1159.25,1182.4,1159.25,1169.95,1169.95,1171.59,1104,12.93,238,737,66.76
VETO, EQ, 09-Apr-2019,67.9,67.9,72,67.9,69.9,69.4,69.78,40260,28.09,419,27007,67.08
VGUARD, EQ, 09-Apr-2019,221.3,221.5,222.45,217.3,218.95,218.95,219.45,419237,920.01,4918,193635,46.19
VHL, EQ, 09-Apr-2019,2123.25,2107.95,2140.05,2100,2139.65,2110.1,2112.54,221,4.67,108,133,60.18
VICEROY, BE, 09-Apr-2019,3.25,3.25,3.4,3.2,3.4,3.4,3.32,46286,1.54,74, -, -
VIDEOIND, BZ, 09-Apr-2019,2.6,2.5,2.55,2.5,2.5,2.55,2.5,167856,4.2,246, -, -
VIDHIING, EQ, 09-Apr-2019,82.6,83.4,83.8,82.5,83.05,83.4,83.18,41656,34.65,343,23457,56.31
VIJIFIN, EQ, 09-Apr-2019,0.85,0.9,0.9,0.85,0.9,0.85,0.86,97418,0.84,61,82871,85.07
VIKASECO, EQ, 09-Apr-2019,10.9,10.8,11,10.65,10.75,10.8,10.8,2608750,281.76,1069,1201322,46.05
VIMALOIL, BE, 09-Apr-2019,7.3,7.3,7.3,7.3,7.3,7.3,7.3,5,0,1, -, -
VIMTALABS, EQ, 09-Apr-2019,195.85,197.65,197.95,195.65,197.5,197.05,196.76,6818,13.41,274,4225,61.97
VINATIORGA, EQ, 09-Apr-2019,1715.05,1723.4,1735,1711.3,1720,1722.3,1725.1,10383,179.12,1466,4681,45.08
VINDHYATEL, EQ, 09-Apr-2019,1369,1391.9,1400.2,1357.7,1360,1364.05,1372.32,7928,108.8,535,5139,64.82
VINYLINDIA, EQ, 09-Apr-2019,81,82.8,82.8,79.6,80.9,80.75,80.37,7324,5.89,204,3878,52.95
VIPCLOTHNG, EQ, 09-Apr-2019,20.45,20.45,20.5,19.05,20,20,19.98,110370,22.05,766,68246,61.83
VIPIND, EQ, 09-Apr-2019,464.7,464.7,468.6,452,468.5,463.95,457.91,276370,1265.54,12694,94370,34.15
VIPULLTD, EQ, 09-Apr-2019,41.5,43.15,44,42.5,43.25,43.25,43.34,16606,7.2,227,5776,34.78
VISAKAIND, EQ, 09-Apr-2019,408.3,407.35,408.2,401.55,405,405.55,405.44,6202,25.15,430,3347,53.97
VISASTEEL, EQ, 09-Apr-2019,7.2,7.3,7.35,6.95,7.25,7.1,7.09,25330,1.8,73,15370,60.68
VISESHINFO, EQ, 09-Apr-2019,0.1,0.05,0.1,0.05,0.1,0.1,0.07,889843,0.66,144,886181,99.59
VISHNU, EQ, 09-Apr-2019,142,144.45,144.45,136.35,140,140.85,139.79,1962,2.74,84,1709,87.1
VIVIDHA, EQ, 09-Apr-2019,0.55,0.55,0.55,0.5,0.55,0.5,0.53,197473,1.06,38,135797,68.77
VIVIMEDLAB, EQ, 09-Apr-2019,25.5,25.1,25.9,25.1,25.35,25.4,25.44,107073,27.24,618,71237,66.53
VLSFINANCE, EQ, 09-Apr-2019,59.95,59.75,60.7,58.3,59.2,59.25,59.1,19957,11.79,367,12899,64.63
VMART, EQ, 09-Apr-2019,2581.7,2590,2623.65,2537.2,2553.05,2551.65,2561.03,9832,251.8,1781,5786,58.85
VOLTAMP, EQ, 09-Apr-2019,1134.9,1139.3,1154.9,1112.2,1154,1139.4,1133.6,1269,14.39,255,848,66.82
VOLTAS, EQ, 09-Apr-2019,612.15,615.95,618.8,607.15,610.4,609.25,611.58,966423,5910.43,26180,296669,30.7
VRLLOG, EQ, 09-Apr-2019,267,268,269.6,265.7,265.85,266.5,267.02,14097,37.64,474,7971,56.54
VSSL, EQ, 09-Apr-2019,99.2,99.25,99.3,97.5,98.2,98.5,98.36,2853,2.81,52,1921,67.33
VSTIND, EQ, 09-Apr-2019,3609.1,3651,3670,3501.15,3502,3529.4,3578.88,2292,82.03,646,1401,61.13
VSTTILLERS, EQ, 09-Apr-2019,1300.1,1309.75,1311,1296,1300,1299.75,1301.98,3780,49.21,445,2619,69.29
VTL, EQ, 09-Apr-2019,1084.8,1078.9,1093,1069.8,1090,1086.15,1079.98,6329,68.35,1435,4042,63.86
WABAG, EQ, 09-Apr-2019,315.25,315.25,321,308.05,308.95,309.35,312.61,124330,388.67,3866,58338,46.92
WABCOINDIA, EQ, 09-Apr-2019,6333.95,6349.95,6356.8,6315,6350,6346.25,6331.33,3847,243.57,939,2735,71.09
WALCHANNAG, EQ, 09-Apr-2019,90.5,90.2,91.4,87.7,88.7,88.55,89.16,303245,270.37,3127,80861,26.67
WANBURY, BE, 09-Apr-2019,21.8,22.3,22.75,21.7,22.6,22.1,22.37,6055,1.35,33, -, -
WEBELSOLAR, EQ, 09-Apr-2019,27.1,27.85,27.85,26.8,27,27.2,27.05,55331,14.97,300,45901,82.96
WEIZFOREX, EQ, 09-Apr-2019,517.5,520,525,516.1,517,516.8,518.81,15793,81.94,524,8242,52.19
WEIZMANIND, EQ, 09-Apr-2019,40.75,41.5,41.5,38.2,39.8,39.8,39.14,7410,2.9,52,4656,62.83
WELCORP, EQ, 09-Apr-2019,144.1,144.1,144.75,137.55,138.7,138.7,140.89,563224,793.53,8106,321951,57.16
WELENT, EQ, 09-Apr-2019,118.7,118.6,119.9,115,116.7,115.85,116.63,379298,442.39,8142,218615,57.64
WELINV, EQ, 09-Apr-2019,150.15,144.15,145,140.1,140.25,141.75,142.09,285,0.4,18,171,60
WELSPUNIND, EQ, 09-Apr-2019,58,58.45,58.45,57.1,57.3,57.5,57.51,319046,183.48,8598,198814,62.32
WENDT, EQ, 09-Apr-2019,3000,2990.05,3005,2900,2925,2921.95,2931.94,653,19.15,119,472,72.28
WHEELS, EQ, 09-Apr-2019,894.75,893.1,893.1,882.1,885.15,886.35,886.52,605,5.36,145,269,44.46
WHIRLPOOL, EQ, 09-Apr-2019,1464.05,1456.25,1459.9,1435.5,1451.1,1443.5,1443.23,21179,305.66,2265,12153,57.38
WILLAMAGOR, EQ, 09-Apr-2019,49.65,50.05,50.05,48.8,49.4,49.4,49.47,3293,1.63,317,635,19.28
WINDMACHIN, EQ, 09-Apr-2019,67.25,67.95,68.9,66.4,68,68.05,67.56,202359,136.71,1921,24317,12.02
WINSOME, BE, 09-Apr-2019,0.75,0.8,0.8,0.7,0.7,0.7,0.72,4383,0.03,4, -, -
WIPL, BE, 09-Apr-2019,95,91,91,91,91,91,91,1000,0.91,3, -, -
WIPRO, EQ, 09-Apr-2019,263.7,263.5,275,263.35,274.75,273.8,270.54,13991384,37852.41,137966,5610676,40.1
WOCKPHARMA, EQ, 09-Apr-2019,443.1,442.9,446.15,433,443.75,444,439.92,2811272,12367.4,30586,144045,5.12
WONDERLA, EQ, 09-Apr-2019,308.25,310,310,303,303,305.4,306.06,5177,15.84,450,3324,64.21
WSI, BE, 09-Apr-2019,0.9,0.9,0.9,0.85,0.9,0.9,0.9,1901,0.02,8, -, -
WSTCSTPAPR, EQ, 09-Apr-2019,271.5,272.9,280.8,272.1,276.55,277.35,277.46,228910,635.14,5141,90036,39.33
XCHANGING, EQ, 09-Apr-2019,44.55,44.6,45.25,44.3,44.6,44.6,44.55,1412,0.63,18,1412,100
XELPMOC, EQ, 09-Apr-2019,68.75,69,69.95,66.5,68,67.95,68.1,2181,1.49,61,1511,69.28
XLENERGY, BE, 09-Apr-2019,1,0.95,1,0.95,0.95,0.95,0.97,7725,0.07,9, -, -
